PK,O*NET-SOC Code,Title,Interests Element ID,Interests Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
4437,33-2021.00,Fire Inspectors and Investigators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
4438,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.a,Realistic,OI,Occupational Interests,6.19,Nov-23,Machine Learning
4439,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.b,Investigative,OI,Occupational Interests,3.67,Nov-23,Machine Learning
4440,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.c,Artistic,OI,Occupational Interests,1.19,Nov-23,Machine Learning
4441,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.d,Social,OI,Occupational Interests,3.33,Nov-23,Machine Learning
4442,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.e,Enterprising,OI,Occupational Interests,3.38,Nov-23,Machine Learning
4443,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.f,Conventional,OI,Occupational Interests,4.51,Nov-23,Machine Learning
4444,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4445,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4446,33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4447,33-3011.00,Bailiffs,1.B.1.a,Realistic,OI,Occupational Interests,5.04,Nov-23,Machine Learning
4448,33-3011.00,Bailiffs,1.B.1.b,Investigative,OI,Occupational Interests,2.13,Nov-23,Machine Learning
4449,33-3011.00,Bailiffs,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4450,33-3011.00,Bailiffs,1.B.1.d,Social,OI,Occupational Interests,3.01,Nov-23,Machine Learning
4451,33-3011.00,Bailiffs,1.B.1.e,Enterprising,OI,Occupational Interests,3.83,Nov-23,Machine Learning
4452,33-3011.00,Bailiffs,1.B.1.f,Conventional,OI,Occupational Interests,4.88,Nov-23,Machine Learning
4453,33-3011.00,Bailiffs,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4454,33-3011.00,Bailiffs,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4455,33-3011.00,Bailiffs,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4456,33-3012.00,Correctional Officers and Jailers,1.B.1.a,Realistic,OI,Occupational Interests,5.35,Nov-23,Machine Learning
4457,33-3012.00,Correctional Officers and Jailers,1.B.1.b,Investigative,OI,Occupational Interests,1.71,Nov-23,Machine Learning
4458,33-3012.00,Correctional Officers and Jailers,1.B.1.c,Artistic,OI,Occupational Interests,1.01,Nov-23,Machine Learning
4459,33-3012.00,Correctional Officers and Jailers,1.B.1.d,Social,OI,Occupational Interests,3.89,Nov-23,Machine Learning
4460,33-3012.00,Correctional Officers and Jailers,1.B.1.e,Enterprising,OI,Occupational Interests,3.21,Nov-23,Machine Learning
4461,33-3012.00,Correctional Officers and Jailers,1.B.1.f,Conventional,OI,Occupational Interests,4.7,Nov-23,Machine Learning
4462,33-3012.00,Correctional Officers and Jailers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4463,33-3012.00,Correctional Officers and Jailers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4464,33-3012.00,Correctional Officers and Jailers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4465,33-3021.00,Detectives and Criminal Investigators,1.B.1.a,Realistic,OI,Occupational Interests,4.18,Nov-23,Machine Learning
4466,33-3021.00,Detectives and Criminal Investigators,1.B.1.b,Investigative,OI,Occupational Interests,4.9,Nov-23,Machine Learning
4467,33-3021.00,Detectives and Criminal Investigators,1.B.1.c,Artistic,OI,Occupational Interests,1.2,Nov-23,Machine Learning
4468,33-3021.00,Detectives and Criminal Investigators,1.B.1.d,Social,OI,Occupational Interests,2.73,Nov-23,Machine Learning
4469,33-3021.00,Detectives and Criminal Investigators,1.B.1.e,Enterprising,OI,Occupational Interests,4.04,Nov-23,Machine Learning
4470,33-3021.00,Detectives and Criminal Investigators,1.B.1.f,Conventional,OI,Occupational Interests,4.83,Nov-23,Machine Learning
4471,33-3021.00,Detectives and Criminal Investigators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
4472,33-3021.00,Detectives and Criminal Investigators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4473,33-3021.00,Detectives and Criminal Investigators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4474,33-3021.02,Police Identification and Records Officers,1.B.1.a,Realistic,OI,Occupational Interests,4.43,Nov-23,Machine Learning
4475,33-3021.02,Police Identification and Records Officers,1.B.1.b,Investigative,OI,Occupational Interests,3.87,Nov-23,Machine Learning
4476,33-3021.02,Police Identification and Records Officers,1.B.1.c,Artistic,OI,Occupational Interests,1.55,Nov-23,Machine Learning
4477,33-3021.02,Police Identification and Records Officers,1.B.1.d,Social,OI,Occupational Interests,2.04,Nov-23,Machine Learning
4478,33-3021.02,Police Identification and Records Officers,1.B.1.e,Enterprising,OI,Occupational Interests,3.05,Nov-23,Machine Learning
4479,33-3021.02,Police Identification and Records Officers,1.B.1.f,Conventional,OI,Occupational Interests,5.81,Nov-23,Machine Learning
4480,33-3021.02,Police Identification and Records Officers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4481,33-3021.02,Police Identification and Records Officers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4482,33-3021.02,Police Identification and Records Officers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
4483,33-3021.06,Intelligence Analysts,1.B.1.a,Realistic,OI,Occupational Interests,2.35,Nov-23,Machine Learning
4484,33-3021.06,Intelligence Analysts,1.B.1.b,Investigative,OI,Occupational Interests,5.88,Nov-23,Machine Learning
4485,33-3021.06,Intelligence Analysts,1.B.1.c,Artistic,OI,Occupational Interests,2.18,Nov-23,Machine Learning
4486,33-3021.06,Intelligence Analysts,1.B.1.d,Social,OI,Occupational Interests,1.91,Nov-23,Machine Learning
4487,33-3021.06,Intelligence Analysts,1.B.1.e,Enterprising,OI,Occupational Interests,3.63,Nov-23,Machine Learning
4488,33-3021.06,Intelligence Analysts,1.B.1.f,Conventional,OI,Occupational Interests,5.51,Nov-23,Machine Learning
4489,33-3021.06,Intelligence Analysts,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
4490,33-3021.06,Intelligence Analysts,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4491,33-3021.06,Intelligence Analysts,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4492,33-3031.00,Fish and Game Wardens,1.B.1.a,Realistic,OI,Occupational Interests,6.36,Nov-23,Machine Learning
4493,33-3031.00,Fish and Game Wardens,1.B.1.b,Investigative,OI,Occupational Interests,3.9,Nov-23,Machine Learning
4494,33-3031.00,Fish and Game Wardens,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4495,33-3031.00,Fish and Game Wardens,1.B.1.d,Social,OI,Occupational Interests,2.33,Nov-23,Machine Learning
4496,33-3031.00,Fish and Game Wardens,1.B.1.e,Enterprising,OI,Occupational Interests,3.02,Nov-23,Machine Learning
4497,33-3031.00,Fish and Game Wardens,1.B.1.f,Conventional,OI,Occupational Interests,4.36,Nov-23,Machine Learning
4498,33-3031.00,Fish and Game Wardens,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4499,33-3031.00,Fish and Game Wardens,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4500,33-3031.00,Fish and Game Wardens,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
4501,33-3041.00,Parking Enforcement Workers,1.B.1.a,Realistic,OI,Occupational Interests,6.35,Nov-23,Machine Learning
4502,33-3041.00,Parking Enforcement Workers,1.B.1.b,Investigative,OI,Occupational Interests,1.42,Nov-23,Machine Learning
4503,33-3041.00,Parking Enforcement Workers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4504,33-3041.00,Parking Enforcement Workers,1.B.1.d,Social,OI,Occupational Interests,2.58,Nov-23,Machine Learning
4505,33-3041.00,Parking Enforcement Workers,1.B.1.e,Enterprising,OI,Occupational Interests,3.14,Nov-23,Machine Learning
4506,33-3041.00,Parking Enforcement Workers,1.B.1.f,Conventional,OI,Occupational Interests,5.47,Nov-23,Machine Learning
4507,33-3041.00,Parking Enforcement Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4508,33-3041.00,Parking Enforcement Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4509,33-3041.00,Parking Enforcement Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4510,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.a,Realistic,OI,Occupational Interests,5.37,Nov-23,Machine Learning
4511,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.b,Investigative,OI,Occupational Interests,2.75,Nov-23,Machine Learning
4512,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.c,Artistic,OI,Occupational Interests,1.07,Nov-23,Machine Learning
4513,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.d,Social,OI,Occupational Interests,3.43,Nov-23,Machine Learning
4514,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.e,Enterprising,OI,Occupational Interests,4.09,Nov-23,Machine Learning
4515,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.f,Conventional,OI,Occupational Interests,4.35,Nov-23,Machine Learning
4516,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4517,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4518,33-3051.00,Police and Sheriff's Patrol Officers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4519,33-3051.04,Customs and Border Protection Officers,1.B.1.a,Realistic,OI,Occupational Interests,3.41,Nov-23,Machine Learning
4520,33-3051.04,Customs and Border Protection Officers,1.B.1.b,Investigative,OI,Occupational Interests,2.64,Nov-23,Machine Learning
4521,33-3051.04,Customs and Border Protection Officers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4522,33-3051.04,Customs and Border Protection Officers,1.B.1.d,Social,OI,Occupational Interests,2.62,Nov-23,Machine Learning
4523,33-3051.04,Customs and Border Protection Officers,1.B.1.e,Enterprising,OI,Occupational Interests,4.32,Nov-23,Machine Learning
4524,33-3051.04,Customs and Border Protection Officers,1.B.1.f,Conventional,OI,Occupational Interests,5.27,Nov-23,Machine Learning
4525,33-3051.04,Customs and Border Protection Officers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4526,33-3051.04,Customs and Border Protection Officers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4527,33-3051.04,Customs and Border Protection Officers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4528,33-3052.00,Transit and Railroad Police,1.B.1.a,Realistic,OI,Occupational Interests,5.87,Nov-23,Machine Learning
4529,33-3052.00,Transit and Railroad Police,1.B.1.b,Investigative,OI,Occupational Interests,2.42,Nov-23,Machine Learning
4530,33-3052.00,Transit and Railroad Police,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4531,33-3052.00,Transit and Railroad Police,1.B.1.d,Social,OI,Occupational Interests,2.55,Nov-23,Machine Learning
4532,33-3052.00,Transit and Railroad Police,1.B.1.e,Enterprising,OI,Occupational Interests,3.28,Nov-23,Machine Learning
4533,33-3052.00,Transit and Railroad Police,1.B.1.f,Conventional,OI,Occupational Interests,5.06,Nov-23,Machine Learning
4534,33-3052.00,Transit and Railroad Police,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4535,33-3052.00,Transit and Railroad Police,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4536,33-3052.00,Transit and Railroad Police,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4537,33-9011.00,Animal Control Workers,1.B.1.a,Realistic,OI,Occupational Interests,5.93,Nov-23,Machine Learning
4538,33-9011.00,Animal Control Workers,1.B.1.b,Investigative,OI,Occupational Interests,3.58,Nov-23,Machine Learning
4539,33-9011.00,Animal Control Workers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4540,33-9011.00,Animal Control Workers,1.B.1.d,Social,OI,Occupational Interests,2.59,Nov-23,Machine Learning
4541,33-9011.00,Animal Control Workers,1.B.1.e,Enterprising,OI,Occupational Interests,2.11,Nov-23,Machine Learning
4542,33-9011.00,Animal Control Workers,1.B.1.f,Conventional,OI,Occupational Interests,3.85,Nov-23,Machine Learning
4543,33-9011.00,Animal Control Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4544,33-9011.00,Animal Control Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4545,33-9011.00,Animal Control Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
4546,33-9021.00,Private Detectives and Investigators,1.B.1.a,Realistic,OI,Occupational Interests,2.43,Nov-23,Machine Learning
4547,33-9021.00,Private Detectives and Investigators,1.B.1.b,Investigative,OI,Occupational Interests,3.92,Nov-23,Machine Learning
4548,33-9021.00,Private Detectives and Investigators,1.B.1.c,Artistic,OI,Occupational Interests,1.48,Nov-23,Machine Learning
4549,33-9021.00,Private Detectives and Investigators,1.B.1.d,Social,OI,Occupational Interests,2.84,Nov-23,Machine Learning
4550,33-9021.00,Private Detectives and Investigators,1.B.1.e,Enterprising,OI,Occupational Interests,4.12,Nov-23,Machine Learning
4551,33-9021.00,Private Detectives and Investigators,1.B.1.f,Conventional,OI,Occupational Interests,5.41,Nov-23,Machine Learning
4552,33-9021.00,Private Detectives and Investigators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4553,33-9021.00,Private Detectives and Investigators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4554,33-9021.00,Private Detectives and Investigators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
4555,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.a,Realistic,OI,Occupational Interests,4.22,Nov-23,Machine Learning
4556,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.b,Investigative,OI,Occupational Interests,2.16,Nov-23,Machine Learning
4557,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4558,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.d,Social,OI,Occupational Interests,2.17,Nov-23,Machine Learning
4559,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.e,Enterprising,OI,Occupational Interests,4.82,Nov-23,Machine Learning
4560,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.f,Conventional,OI,Occupational Interests,5.64,Nov-23,Machine Learning
4561,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4562,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4563,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4564,33-9032.00,Security Guards,1.B.1.a,Realistic,OI,Occupational Interests,6.2,Nov-23,Machine Learning
4565,33-9032.00,Security Guards,1.B.1.b,Investigative,OI,Occupational Interests,2.2,Nov-23,Machine Learning
4566,33-9032.00,Security Guards,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4567,33-9032.00,Security Guards,1.B.1.d,Social,OI,Occupational Interests,2.78,Nov-23,Machine Learning
4568,33-9032.00,Security Guards,1.B.1.e,Enterprising,OI,Occupational Interests,2.95,Nov-23,Machine Learning
4569,33-9032.00,Security Guards,1.B.1.f,Conventional,OI,Occupational Interests,4.87,Nov-23,Machine Learning
4570,33-9032.00,Security Guards,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4571,33-9032.00,Security Guards,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4572,33-9032.00,Security Guards,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4573,33-9091.00,Crossing Guards and Flaggers,1.B.1.a,Realistic,OI,Occupational Interests,5.86,Nov-23,Machine Learning
4574,33-9091.00,Crossing Guards and Flaggers,1.B.1.b,Investigative,OI,Occupational Interests,1.62,Nov-23,Machine Learning
4575,33-9091.00,Crossing Guards and Flaggers,1.B.1.c,Artistic,OI,Occupational Interests,1.15,Nov-23,Machine Learning
4576,33-9091.00,Crossing Guards and Flaggers,1.B.1.d,Social,OI,Occupational Interests,3.08,Nov-23,Machine Learning
4577,33-9091.00,Crossing Guards and Flaggers,1.B.1.e,Enterprising,OI,Occupational Interests,3.03,Nov-23,Machine Learning
4578,33-9091.00,Crossing Guards and Flaggers,1.B.1.f,Conventional,OI,Occupational Interests,3.55,Nov-23,Machine Learning
4579,33-9091.00,Crossing Guards and Flaggers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4580,33-9091.00,Crossing Guards and Flaggers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4581,33-9091.00,Crossing Guards and Flaggers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4582,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.a,Realistic,OI,Occupational Interests,6.38,Nov-23,Machine Learning
4583,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.b,Investigative,OI,Occupational Interests,2.24,Nov-23,Machine Learning
4584,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4585,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.d,Social,OI,Occupational Interests,4.16,Nov-23,Machine Learning
4586,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.e,Enterprising,OI,Occupational Interests,2.86,Nov-23,Machine Learning
4587,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.f,Conventional,OI,Occupational Interests,3.51,Nov-23,Machine Learning
4588,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4589,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4590,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4591,33-9093.00,Transportation Security Screeners,1.B.1.a,Realistic,OI,Occupational Interests,5.31,Nov-23,Machine Learning
4592,33-9093.00,Transportation Security Screeners,1.B.1.b,Investigative,OI,Occupational Interests,2.21,Nov-23,Machine Learning
4593,33-9093.00,Transportation Security Screeners,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4594,33-9093.00,Transportation Security Screeners,1.B.1.d,Social,OI,Occupational Interests,2.16,Nov-23,Machine Learning
4595,33-9093.00,Transportation Security Screeners,1.B.1.e,Enterprising,OI,Occupational Interests,2.49,Nov-23,Machine Learning
4596,33-9093.00,Transportation Security Screeners,1.B.1.f,Conventional,OI,Occupational Interests,5.67,Nov-23,Machine Learning
4597,33-9093.00,Transportation Security Screeners,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4598,33-9093.00,Transportation Security Screeners,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4599,33-9093.00,Transportation Security Screeners,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4600,33-9094.00,School Bus Monitors,1.B.1.a,Realistic,OI,Occupational Interests,3.49,Nov-23,Machine Learning
4601,33-9094.00,School Bus Monitors,1.B.1.b,Investigative,OI,Occupational Interests,1.54,Nov-23,Machine Learning
4602,33-9094.00,School Bus Monitors,1.B.1.c,Artistic,OI,Occupational Interests,1.73,Nov-23,Machine Learning
4603,33-9094.00,School Bus Monitors,1.B.1.d,Social,OI,Occupational Interests,5.25,Nov-23,Machine Learning
4604,33-9094.00,School Bus Monitors,1.B.1.e,Enterprising,OI,Occupational Interests,1.91,Nov-23,Machine Learning
4605,33-9094.00,School Bus Monitors,1.B.1.f,Conventional,OI,Occupational Interests,4.72,Nov-23,Machine Learning
4606,33-9094.00,School Bus Monitors,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4607,33-9094.00,School Bus Monitors,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4608,33-9094.00,School Bus Monitors,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4609,33-9099.02,Retail Loss Prevention Specialists,1.B.1.a,Realistic,OI,Occupational Interests,3.95,Nov-23,Machine Learning
4610,33-9099.02,Retail Loss Prevention Specialists,1.B.1.b,Investigative,OI,Occupational Interests,3.37,Nov-23,Machine Learning
4611,33-9099.02,Retail Loss Prevention Specialists,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4612,33-9099.02,Retail Loss Prevention Specialists,1.B.1.d,Social,OI,Occupational Interests,2.65,Nov-23,Machine Learning
4613,33-9099.02,Retail Loss Prevention Specialists,1.B.1.e,Enterprising,OI,Occupational Interests,4.72,Nov-23,Machine Learning
4614,33-9099.02,Retail Loss Prevention Specialists,1.B.1.f,Conventional,OI,Occupational Interests,5.71,Nov-23,Machine Learning
4615,33-9099.02,Retail Loss Prevention Specialists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4616,33-9099.02,Retail Loss Prevention Specialists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4617,33-9099.02,Retail Loss Prevention Specialists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4618,35-1011.00,Chefs and Head Cooks,1.B.1.a,Realistic,OI,Occupational Interests,4.87,Nov-23,Machine Learning
4619,35-1011.00,Chefs and Head Cooks,1.B.1.b,Investigative,OI,Occupational Interests,1.61,Nov-23,Machine Learning
4620,35-1011.00,Chefs and Head Cooks,1.B.1.c,Artistic,OI,Occupational Interests,2.73,Nov-23,Machine Learning
4621,35-1011.00,Chefs and Head Cooks,1.B.1.d,Social,OI,Occupational Interests,2.95,Nov-23,Machine Learning
4622,35-1011.00,Chefs and Head Cooks,1.B.1.e,Enterprising,OI,Occupational Interests,5.16,Nov-23,Machine Learning
4623,35-1011.00,Chefs and Head Cooks,1.B.1.f,Conventional,OI,Occupational Interests,4.43,Nov-23,Machine Learning
4624,35-1011.00,Chefs and Head Cooks,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4625,35-1011.00,Chefs and Head Cooks,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4626,35-1011.00,Chefs and Head Cooks,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4627,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.a,Realistic,OI,Occupational Interests,4.16,Nov-23,Machine Learning
4628,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.b,Investigative,OI,Occupational Interests,1.01,Nov-23,Machine Learning
4629,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.c,Artistic,OI,Occupational Interests,1.01,Nov-23,Machine Learning
4630,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.d,Social,OI,Occupational Interests,3.21,Nov-23,Machine Learning
4631,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.e,Enterprising,OI,Occupational Interests,6.35,Nov-23,Machine Learning
4632,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.f,Conventional,OI,Occupational Interests,5.47,Nov-23,Machine Learning
4633,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4634,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4635,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4636,35-2011.00,"Cooks, Fast Food",1.B.1.a,Realistic,OI,Occupational Interests,6.12,Nov-23,Machine Learning
4637,35-2011.00,"Cooks, Fast Food",1.B.1.b,Investigative,OI,Occupational Interests,1.26,Nov-23,Machine Learning
4638,35-2011.00,"Cooks, Fast Food",1.B.1.c,Artistic,OI,Occupational Interests,1.86,Nov-23,Machine Learning
4639,35-2011.00,"Cooks, Fast Food",1.B.1.d,Social,OI,Occupational Interests,2.5,Nov-23,Machine Learning
4640,35-2011.00,"Cooks, Fast Food",1.B.1.e,Enterprising,OI,Occupational Interests,3.45,Nov-23,Machine Learning
4641,35-2011.00,"Cooks, Fast Food",1.B.1.f,Conventional,OI,Occupational Interests,4.69,Nov-23,Machine Learning
4642,35-2011.00,"Cooks, Fast Food",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4643,35-2011.00,"Cooks, Fast Food",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4644,35-2011.00,"Cooks, Fast Food",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
